year_aliya,month_aliya,age,age_tday,gender,erez_moza,subcont,yeshuv_klita,machoz,mikzoa
2016,5,64,72,זכר,צרפת,מערב אירופה,בת ים,מחוז תל אביב והמרכז,"זבן, מוכר"
2016,5,56,63,נקבה,צרפת,מערב אירופה,בת ים,מחוז תל אביב והמרכז,הנדסאי מחשבים
2016,5,58,66,נקבה,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,כלכלן
2016,5,68,76,זכר,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,מהנדס אזרחי
2016,5,37,45,נקבה,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,מורה במוסד להשכלה גבוהה
2016,5,2,10,נקבה,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,לא צויין
2016,5,60,67,זכר,גאורגיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"פסל, צייר"
2016,5,53,60,נקבה,גאורגיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,עקרת בית
2016,5,66,73,זכר,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,נהג במכונית מסחרית
2016,5,76,84,זכר,גרמניה,מערב אירופה,בת ים,מחוז תל אביב והמרכז,מדעי המדינה
2016,5,30,38,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,רתך
2016,5,25,32,נקבה,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"מורה בבי""ס יסודי"
2016,5,78,86,נקבה,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,ביולוג
2016,5,53,60,זכר,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,פיסיקאי
2016,5,52,59,נקבה,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,כלכלן
2016,5,45,52,זכר,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,מהנדס אזרחי
2016,5,46,53,נקבה,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"מורה בבי""ס יסודי"
2016,5,66,74,זכר,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,מהנדס אוטומציה ובקרה
2016,5,66,73,נקבה,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,עורך דין
2016,5,50,57,זכר,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,עורך דין
2016,5,37,44,נקבה,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,עורך דין
2016,5,12,20,זכר,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"תלמיד בי""ס יסודי ותכון"
2016,5,7,14,זכר,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"תלמיד בי""ס יסודי ותכון"
2016,5,0,8,נקבה,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,לא צויין
2016,5,73,81,זכר,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,כלכלן
2016,5,32,40,נקבה,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,מנהל כללי
2016,5,63,70,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,מהנדס אזרחי
2016,5,55,62,נקבה,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,מקצוע לא מוגדר
2016,5,38,45,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,בניה כללי
2016,5,34,42,נקבה,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,מהנדס בניין
2016,5,13,20,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,לא צויין
2016,5,8,15,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"תלמיד בי""ס יסודי ותכון"
2016,5,21,28,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,לא צויין
2016,5,60,67,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,לא צויין
2016,5,57,65,נקבה,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,לא צויין
2016,5,32,39,נקבה,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,קוסמטיקאית
2016,5,13,20,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"תלמיד בי""ס יסודי ותכון"
2016,5,37,45,זכר,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,מורה במוסד להשכלה גבוהה
2016,5,38,45,נקבה,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,מורה במוסד להשכלה גבוהה
2016,5,14,22,זכר,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"תלמיד בי""ס יסודי ותכון"
2016,5,11,18,זכר,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"תלמיד בי""ס יסודי ותכון"
2016,5,2,9,זכר,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,לא צויין
2016,5,49,57,זכר,אזרביג'אן,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,פועל
2016,5,52,60,נקבה,אזרביג'אן,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,ספר
2016,5,46,54,זכר,בולגריה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,מהנדס כימיה
2016,5,46,54,זכר,בולגריה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,מנהל אדמיניסטרטיבי
2016,5,54,62,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,מהנדס אזרחי
2016,5,51,59,נקבה,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,מנהל כללי
2016,6,75,82,זכר,תורכיה,אחרות,בת ים,מחוז תל אביב והמרכז,סוחר סיטונאי
2016,6,67,74,נקבה,תורכיה,אחרות,בת ים,מחוז תל אביב והמרכז,עקרת בית
2016,6,49,56,זכר,מולדביה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,פועל רכבת
2016,6,26,33,נקבה,מולדביה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,כלכלן
2016,6,24,32,זכר,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,טכנאי תעשיה ומינהל
2016,6,27,35,זכר,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"שוטר, בלש משטרה"
2016,6,26,34,נקבה,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,עורך דין
2016,6,85,92,נקבה,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,פנסיונר / רנטייר
2016,6,21,28,זכר,צ'ילי,דרום אמריקה,בת ים,מחוז תל אביב והמרכז,מכונאי רכב
2016,6,67,75,נקבה,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,עובד במקצועות חופשיים
2016,6,33,41,נקבה,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,רוקח
2016,6,11,19,זכר,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"תלמיד בי""ס יסודי ותכון"
2016,6,1,9,זכר,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,לא צויין
2016,6,46,54,זכר,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,מהנדס אזרחי
2016,6,37,44,נקבה,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,כלכלן
2016,6,12,19,נקבה,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"תלמיד בי""ס יסודי ותכון"
2016,6,70,77,נקבה,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,פנסיונר / רנטייר
2016,6,66,73,זכר,צרפת,מערב אירופה,בת ים,מחוז תל אביב והמרכז,פנסיונר / רנטייר
2016,6,60,67,נקבה,צרפת,מערב אירופה,בת ים,מחוז תל אביב והמרכז,עובד במקצועות חופשיים
2016,6,90,97,נקבה,לטביה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,עובד במקצועות חופשיים
2016,6,59,66,נקבה,לטביה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,מהנדס אזרחי
2016,6,31,38,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,פועל
2016,6,28,36,נקבה,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,פועל
2016,6,0,8,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,לא צויין
2016,6,61,68,נקבה,גאורגיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,מוסיקאי
2016,6,32,40,נקבה,גאורגיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,פסיכולוג
2016,6,8,15,נקבה,גאורגיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"תלמיד בי""ס יסודי ותכון"
2016,6,31,39,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,נהג קטר
2016,6,65,72,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,מורה במוסד להשכלה גבוהה
2016,6,62,69,נקבה,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,מהנדס טכנולוגיה אחר
2016,6,32,39,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,כלכלן
2016,6,28,35,נקבה,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,כלכלן
2016,6,2,9,נקבה,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,לא צויין
2016,6,51,58,זכר,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,מהנדס בניין
2016,6,49,57,נקבה,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,מהנדס אזרחי
2016,6,35,43,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,רואה חשבון
2016,6,29,37,נקבה,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,מהנדס בניין
2016,6,8,15,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"תלמיד בי""ס יסודי ותכון"
2016,6,63,70,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,לא צויין
2016,6,59,67,נקבה,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,לא צויין
2016,6,49,56,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,חשמלאי
2016,6,38,46,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,שרברב
2016,6,32,39,נקבה,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,כלכלן
2016,6,9,16,נקבה,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"תלמיד בי""ס יסודי ותכון"
2016,6,56,64,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,מהנדס אזרחי
2016,6,57,64,נקבה,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"זבן, מוכר"
2016,12,46,53,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,אגרונום
2016,6,37,45,נקבה,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,כלכלן
2016,6,13,20,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"תלמיד בי""ס יסודי ותכון"
2016,6,46,54,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"טבח ראשי, טבח"
2016,6,27,34,נקבה,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,כלכלן
2016,6,48,56,נקבה,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"מורה בבי""ס יסודי"
2016,6,17,25,זכר,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,סטודנט
2016,7,20,27,זכר,מולדביה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,לא צויין
2016,7,55,62,זכר,אזרביג'אן,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,משפטן
2016,7,53,60,נקבה,אזרביג'אן,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,מורה במוסד להשכלה גבוהה
2016,7,32,39,זכר,גאורגיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,עובד במקצועות חופשיים
2016,7,78,85,נקבה,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,לא צויין
2016,7,70,78,נקבה,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,מהנדס אזרחי
2016,7,58,65,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,מהנדס טכנולוגיה אחר
2016,7,47,55,זכר,תורכיה,אחרות,בת ים,מחוז תל אביב והמרכז,עצמאי
2016,7,70,77,נקבה,צרפת,מערב אירופה,בת ים,מחוז תל אביב והמרכז,פנסיונר / רנטייר
2016,7,50,57,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,חשמלאי
2016,7,49,56,נקבה,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,רואה חשבון
2016,7,73,81,נקבה,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,עובד במקצועות חופשיים
2016,7,25,33,נקבה,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,עובד במקצועות חופשיים
2016,7,6,13,נקבה,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"תלמיד בי""ס יסודי ותכון"
2016,7,33,40,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,כלכלן
2016,7,27,34,נקבה,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,כלכלן
2016,7,2,9,נקבה,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,לא צויין
2016,7,2,9,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,לא צויין
2016,7,29,37,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,כלכלן
2016,7,31,39,נקבה,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,עורך דין
2016,7,31,38,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,לא צויין
2016,7,28,35,נקבה,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,לא צויין
2016,7,6,13,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"תלמיד בי""ס יסודי ותכון"
2016,7,37,44,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,כלכלן
2016,7,36,44,נקבה,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,כלכלן
2016,7,1,9,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,לא צויין
2016,7,64,71,נקבה,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,כלכלן
2016,7,47,54,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,מעצב גרפיקה
2016,7,28,35,נקבה,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,מעצב גרפיקה
2016,7,5,13,נקבה,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,לא צויין
2016,7,34,41,נקבה,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,עובד במקצועות חופשיים
2016,7,10,17,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"תלמיד בי""ס יסודי ותכון"
2016,7,34,41,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,עובד במקצועות חופשיים
2016,7,43,50,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,מהנדס מכונות
2016,7,40,48,נקבה,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,רופא
2016,7,15,23,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"תלמיד בי""ס יסודי ותכון"
2016,7,8,15,נקבה,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"תלמיד בי""ס יסודי ותכון"
2016,7,49,56,נקבה,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,טכנאי במדעי הטבע
2016,7,52,59,זכר,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,כלכלן
2016,7,48,56,נקבה,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"מורה בבי""ס יסודי"
2016,7,15,22,זכר,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"תלמיד בי""ס יסודי ותכון"
2016,7,33,41,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,מהנדס אזרחי
2016,7,34,41,נקבה,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,מהנדס אזרחי
2016,7,8,15,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"תלמיד בי""ס יסודי ותכון"
2016,7,43,51,זכר,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,כלכלן
2016,7,48,56,נקבה,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,מהנדס תעשיה וניהול
2016,7,17,24,נקבה,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"תלמיד בי""ס יסודי ותכון"
2016,7,61,69,זכר,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,מתכנת
2016,7,48,56,נקבה,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"מורה בבי""ס יסודי"
2016,7,30,37,זכר,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"מורה בבי""ס יסודי"
2016,7,20,27,זכר,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,סטודנט
2016,7,63,70,נקבה,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,כלכלן
2016,7,35,42,זכר,אזרביג'אן,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,נהג מונית
2016,7,32,39,נקבה,אזרביג'אן,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,אחות מעשית
2016,7,8,15,זכר,אזרביג'אן,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"תלמיד בי""ס יסודי ותכון"
2016,7,0,7,זכר,אזרביג'אן,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,לא צויין
2016,8,88,95,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,פנסיונר / רנטייר
2016,8,49,56,זכר,צרפת,מערב אירופה,בת ים,מחוז תל אביב והמרכז,מנהל כללי
2016,8,44,51,נקבה,צרפת,מערב אירופה,בת ים,מחוז תל אביב והמרכז,ניהול איכות
2016,8,15,22,זכר,צרפת,מערב אירופה,בת ים,מחוז תל אביב והמרכז,"תלמיד בי""ס יסודי ותכון"
2016,8,38,45,נקבה,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"בעל אולם מסיבות, מסעדה"
2016,8,6,14,נקבה,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"תלמיד בי""ס יסודי ותכון"
2016,8,43,50,זכר,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,כלכלן
2016,8,34,41,נקבה,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,כלכלן
2016,8,16,23,נקבה,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"תלמיד בי""ס יסודי ותכון"
2016,8,8,16,נקבה,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"תלמיד בי""ס יסודי ותכון"
2016,8,25,33,זכר,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,ביולוג
2016,8,30,37,זכר,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,עצמאי
2016,8,54,62,נקבה,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,טכנאי חשמל ואלקטרוניקה
2016,8,70,77,זכר,צרפת,מערב אירופה,בת ים,מחוז תל אביב והמרכז,מנהל אדמיניסטרטיבי
2016,8,66,73,נקבה,צרפת,מערב אירופה,בת ים,מחוז תל אביב והמרכז,ספר
2016,8,29,36,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,טכנאי הנדסת מכונות
2016,8,26,34,נקבה,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,מנהל אדמיניסטרטיבי
2016,8,2,9,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,לא צויין
2016,8,40,47,זכר,לטביה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,חשמלאי
2016,8,38,45,נקבה,לטביה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,כלכלן
2016,8,10,17,נקבה,לטביה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"תלמיד בי""ס יסודי ותכון"
2016,8,8,15,נקבה,לטביה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"תלמיד בי""ס יסודי ותכון"
2016,8,21,28,נקבה,צרפת,מערב אירופה,בת ים,מחוז תל אביב והמרכז,סטודנט
2016,8,69,76,נקבה,צרפת,מערב אירופה,בת ים,מחוז תל אביב והמרכז,פנסיונר / רנטייר
2016,8,45,53,נקבה,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"תופר, חייט"
2016,8,16,23,נקבה,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"תלמיד בי""ס יסודי ותכון"
2016,8,73,81,זכר,תורכיה,אחרות,בת ים,מחוז תל אביב והמרכז,פנסיונר / רנטייר
2016,8,63,70,נקבה,תורכיה,אחרות,בת ים,מחוז תל אביב והמרכז,פנסיונר / רנטייר
2016,8,51,58,נקבה,תורכיה,אחרות,בת ים,מחוז תל אביב והמרכז,טכנאי שיניים
2016,8,83,90,נקבה,תורכיה,אחרות,בת ים,מחוז תל אביב והמרכז,"תופר, חייט"
2016,8,41,49,זכר,בלארוס,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,מהנדס אזרחי
2016,8,41,48,נקבה,בלארוס,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,עובד במקצועות חופשיים
2016,8,15,22,זכר,בלארוס,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"תלמיד בי""ס יסודי ותכון"
2016,8,12,19,נקבה,בלארוס,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"תלמיד בי""ס יסודי ותכון"
2016,8,68,76,זכר,בלארוס,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,מהנדס אזרחי
2016,8,61,68,נקבה,בלארוס,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,מהנדס אזרחי
2016,8,63,71,זכר,"ארה""ב",צפון אמריקה,בת ים,מחוז תל אביב והמרכז,עובד במקצועות חופשיים
2016,8,63,70,נקבה,"ארה""ב",צפון אמריקה,בת ים,מחוז תל אביב והמרכז,אחות מוסמכת
2016,8,18,25,זכר,צרפת,מערב אירופה,בת ים,מחוז תל אביב והמרכז,"תלמיד בי""ס יסודי ותכון"
2016,8,40,47,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,כלכלן
2016,8,41,48,נקבה,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,קוסמטיקאית
2016,8,11,18,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"תלמיד בי""ס יסודי ותכון"
2016,8,24,31,נקבה,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,שיווק ויחסי ציבור
2016,8,32,39,נקבה,גאורגיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,אחות מוסמכת
2016,8,10,17,זכר,גאורגיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"תלמיד בי""ס יסודי ותכון"
2016,8,6,13,נקבה,גאורגיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"תלמיד בי""ס יסודי ותכון"
2016,8,53,60,זכר,גאורגיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,נהג מונית
2016,8,45,52,נקבה,גאורגיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"מורה בבי""ס יסודי"
2016,8,20,27,נקבה,גאורגיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,סטודנט
2016,8,64,71,נקבה,גאורגיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,עובד במקצועות חופשיים
2016,8,21,29,זכר,גאורגיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"טבח ראשי, טבח"
2016,8,47,54,זכר,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"טבח ראשי, טבח"
2016,8,67,75,נקבה,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,מהנדס אזרחי
2016,8,88,95,נקבה,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,פנסיונר / רנטייר
2016,8,38,45,נקבה,מולדביה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,כלכלן
2016,8,13,20,נקבה,מולדביה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"תלמיד בי""ס יסודי ותכון"
2016,8,41,48,נקבה,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"זבן, מוכר"
2016,8,34,41,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,אחות מוסמכת
2016,8,18,25,נקבה,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,סטודנט
2016,8,79,86,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,פנסיונר / רנטייר
2016,8,69,77,נקבה,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,פנסיונר / רנטייר
2016,8,40,47,זכר,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"צבע, סייד"
2016,8,64,71,נקבה,אוקראינה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,ספר
2016,8,65,72,זכר,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,מהנדס חשמל ואלקטרוניקה
2016,8,65,72,נקבה,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,רופא
2016,8,49,56,זכר,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"מורה בבי""ס יסודי"
2016,8,21,28,זכר,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,מלצר
2016,8,47,55,זכר,מולדביה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,מסגר כללי
2016,8,40,47,נקבה,מולדביה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"תופר, חייט"
2016,8,19,26,נקבה,מולדביה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,סטודנט
2016,8,13,20,זכר,מולדביה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,"תלמיד בי""ס יסודי ותכון"
2016,8,33,40,זכר,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,עיתונאי
2016,8,38,45,נקבה,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,פסיכולוג
2016,8,5,12,נקבה,רוסיה,מזרח אירופה,בת ים,מחוז תל אביב והמרכז,לא צויין
